;$FILEVERSION=1.1
;$STARTTIME=46168.6396648727
;
;   Start time: 26/05/2026 15:21:07.045.0
;   Generated by PCAN-View v5.3.3.958
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
   366)     4156.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   367)     4167.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   368)     4191.5  Rx      0618  8  00 01 00 64 AB 13 00 00 
   369)     4201.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   370)     4215.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   371)     4228.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   372)     4235.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   373)     4257.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   374)     4263.5  Rx      0628  8  0A 04 6F 00 20 00 00 00 
   375)     4269.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   376)     4292.5  Rx      0618  8  00 01 00 64 AC 13 00 00 
   377)     4303.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   378)     4315.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   379)     4330.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   380)     4337.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   381)     4351.5  Rx      0620  8  0A 19 00 00 81 02 00 00 
   382)     4358.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   383)     4371.6  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   384)     4389.5  Rx      0037  3  00 00 00 
   385)     4390.0  Rx      0030  8  07 40 00 04 00 00 00 34 
   386)     4393.5  Rx      0618  8  00 01 00 64 AA 13 00 00 
   387)     4405.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   388)     4415.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   389)     4432.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   390)     4439.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   391)     4459.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   392)     4473.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   393)     4494.5  Rx      0618  8  00 01 00 64 AC 13 00 00 
   394)     4507.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   395)     4515.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   396)     4515.6  Rx      0100  8  2C 22 F9 33 12 8E E7 B3 
   397)     4518.6  Rx      0101  8  13 88 00 17 00 5F 9B 12 
   398)     4521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
   399)     4524.6  Rx      0104  4  1C 03 71 49 
   400)     4527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
   401)     4530.6  Rx      0107  8  0F BE 0F C5 0F C1 B6 FF 
   402)     4533.6  Rx      0108  8  0F C8 0F C4 0F C0 7D A6 
   403)     4534.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   404)     4536.6  Rx      0109  8  0F C7 0F C3 0F BF 5D 02 
   405)     4539.6  Rx      010A  8  0F C6 0F C2 0F BE 9D AF 
   406)     4541.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   407)     4542.6  Rx      010B  8  0F C5 0F C1 0F C8 7B 9A 
   408)     4545.6  Rx      010C  8  0F C4 0F C0 0F C7 7F B6 
   409)     4548.6  Rx      010D  8  0F C3 0F BF 0F C6 A7 F3 
   410)     4551.6  Rx      010E  8  0F C2 0F BE 0F C5 A6 DF 
   411)     4554.6  Rx      010F  8  0F C1 0F C8 0F C4 BC BB 
   412)     4557.6  Rx      0110  8  0F C0 00 00 00 00 F5 00 
   413)     4560.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   414)     4575.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   415)     4595.5  Rx      0618  8  00 01 00 64 AB 13 00 00 
   416)     4609.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   417)     4615.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   418)     4636.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   419)     4643.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   420)     4661.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   421)     4677.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   422)     4696.5  Rx      0618  8  00 01 00 64 AC 13 00 00 
   423)     4711.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   424)     4715.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   425)     4738.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   426)     4738.6  Rx      0625  8  00 00 00 00 32 00 00 00 
   427)     4745.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   428)     4762.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   429)     4779.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   430)     4797.5  Rx      0618  8  00 01 00 64 AC 13 00 00 
   431)     4813.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   432)     4815.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   433)     4840.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   434)     4847.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   435)     4863.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   436)     4881.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   437)     4898.5  Rx      0618  8  00 01 00 64 AC 13 00 00 
   438)     4915.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   439)     4915.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   440)     4942.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   441)     4949.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   442)     4964.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   443)     4983.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   444)     4999.5  Rx      0618  8  00 01 00 64 AC 13 00 00 
   445)     5015.6  Rx  1839F380  8  01 19 20 1C 08 07 00 A6 
   446)     5017.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   447)     5020.5  Rx      0628  8  07 04 6F 00 20 00 00 00 
   448)     5044.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   449)     5051.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   450)     5065.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   451)     5085.4  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   452)     5100.5  Rx      0618  8  00 01 00 64 AC 13 00 00 
   453)     5115.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   454)     5119.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   455)     5146.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   456)     5153.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   457)     5166.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   458)     5187.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   459)     5201.5  Rx      0618  8  00 01 00 64 AD 13 00 00 
   460)     5215.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   461)     5221.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   462)     5248.5  Rx      0600  8  0A 64 01 00 00 40 00 00 
   463)     5255.5  Rx      0626  8  00 00 FE 7F 00 00 00 00 
   464)     5267.5  Rx      0610  8  00 00 00 00 00 00 00 00 
   465)     5289.5  Rx      0626  8  0B 00 66 26 01 00 00 00 
   466)     5302.6  Rx      0618  8  00 01 00 64 B6 13 00 00 
   467)     5315.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   468)     5323.5  Rx      0626  8  D6 02 FE 7F 03 00 00 00 
   469)     5350.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   470)     5352.5  Rx      0620  8  0A 19 00 00 81 02 00 00 
   471)     5357.5  Rx      0626  8  BA 05 FE 7F 08 00 00 00 
   472)     5368.5  Rx      0610  8  01 00 01 00 01 00 00 00 
   473)     5391.5  Rx      0626  8  7D 08 FE 7F 10 00 00 00 
   474)     5403.5  Rx      0618  8  00 01 00 64 B5 13 02 00 
   475)     5415.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   476)     5425.5  Rx      0626  8  BC 0B FE 7F 19 00 00 00 
   477)     5452.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   478)     5459.5  Rx      0626  8  63 0F FE 7F 30 00 00 00 
   479)     5469.5  Rx      0610  8  04 00 08 00 08 00 02 00 
   480)     5493.5  Rx      0626  8  80 12 FE 7F 5C 00 00 00 
   481)     5504.5  Rx      0618  8  00 01 00 64 B1 13 07 00 
   482)     5515.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   483)     5515.6  Rx      0100  8  2C 22 F9 03 12 8E E8 B3 
   484)     5518.6  Rx      0101  8  13 88 00 17 00 5F 9B 12 
   485)     5521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
   486)     5524.6  Rx      0104  4  1C 03 71 49 
   487)     5527.5  Rx      0626  8  C4 14 FE 7F 91 00 00 00 
   488)     5527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
   489)     5530.6  Rx      0107  8  0F BE 0F C5 0F C1 B6 FF 
   490)     5533.6  Rx      0108  8  0F C8 0F C4 0F C0 7D A6 
   491)     5536.6  Rx      0109  8  0F C7 0F C3 0F BF 5D 02 
   492)     5539.6  Rx      010A  8  0F C6 0F C2 0F BE 9D AF 
   493)     5542.6  Rx      010B  8  0F C5 0F C1 0F C8 7B 9A 
   494)     5545.6  Rx      010C  8  0F C4 0F C0 0F C7 7F B6 
   495)     5548.6  Rx      010D  8  0F C3 0F BF 0F C6 A7 F3 
   496)     5551.6  Rx      010E  8  0F C2 0F BE 0F C5 A6 DF 
   497)     5554.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   498)     5554.6  Rx      010F  8  0F C1 0F C8 0F C4 BC BB 
   499)     5557.6  Rx      0110  8  0F C0 00 00 00 00 F5 00 
   500)     5561.5  Rx      0626  8  E5 0E FE 7F 95 00 00 00 
   501)     5570.5  Rx      0610  8  06 00 20 00 21 00 07 00 
   502)     5595.5  Rx      0626  8  D6 16 FE 7F 3B 01 00 00 
   503)     5605.5  Rx      0618  8  00 01 00 64 A6 13 14 00 
   504)     5615.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   505)     5627.5  Rx      0625  8  00 00 00 00 32 00 00 00 
   506)     5629.5  Rx      0626  8  23 19 FE 7F 74 01 00 00 
   507)     5656.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   508)     5663.5  Rx      0626  8  75 1E FE 7F F9 01 00 00 
   509)     5671.5  Rx      0610  8  09 00 6B 00 6E 00 17 00 
   510)     5697.5  Rx      0626  8  61 23 FE 7F 82 02 00 00 
   511)     5706.5  Rx      0618  8  00 01 00 64 9C 13 32 00 
   512)     5715.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   513)     5731.5  Rx      0626  8  0E 26 FE 7F FE 02 00 00 
   514)     5758.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   515)     5765.5  Rx      0626  8  B8 27 FE 7F B8 03 00 00 
   516)     5772.5  Rx      0610  8  0E 00 DD 00 E4 00 3B 00 
   517)     5777.5  Rx      0628  8  07 04 6F 00 20 00 00 00 
   518)     5799.5  Rx      0626  8  03 28 FE 7F 2C 04 00 00 
   519)     5807.5  Rx      0618  8  00 01 00 64 A0 13 5B 00 
   520)     5815.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   521)     5833.5  Rx      0626  8  1D 28 FE 7F BC 04 00 00 
   522)     5860.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   523)     5867.4  Rx      0626  8  1D 28 FE 7F 4E 05 00 00 
   524)     5873.5  Rx      0610  8  0F 00 57 01 62 01 5E 00 
   525)     5901.5  Rx      0626  8  20 28 FE 7F C5 05 00 00 
   526)     5908.5  Rx      0618  8  00 01 00 64 89 13 76 00 
   527)     5915.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   528)     5935.5  Rx      0626  8  29 28 FE 7F 42 06 00 00 
   529)     5960.5  Rx      0615  8  24 00 56 00 00 00 00 00 
   530)     5962.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   531)     5969.5  Rx      0626  8  2E 28 FE 7F A7 06 00 00 
   532)     5974.5  Rx      0610  8  0F 00 C8 01 D7 01 7B 00 
   533)     6003.5  Rx      0626  8  13 28 FE 7F 37 07 00 00 
   534)     6009.5  Rx      0618  8  00 01 00 64 87 13 92 00 
   535)     6015.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   536)     6037.5  Rx      0626  8  1A 28 FE 7F 91 07 00 00 
   537)     6064.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   538)     6071.5  Rx      0626  8  FB 27 FE 7F 0B 08 00 00 
   539)     6075.5  Rx      0610  8  0F 00 31 02 45 02 96 00 
   540)     6105.5  Rx      0626  8  F3 27 FE 7F 83 08 00 00 
   541)     6110.5  Rx      0618  8  00 01 00 64 8C 13 AB 00 
   542)     6115.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   543)     6139.5  Rx      0626  8  FB 27 FE 7F F7 08 00 00 
   544)     6166.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   545)     6173.5  Rx      0626  8  F9 27 FE 7F 58 09 00 00 
   546)     6176.5  Rx      0610  8  0F 00 94 02 AC 02 B0 00 
   547)     6207.4  Rx      0626  8  E9 27 FE 7F B4 09 00 00 
   548)     6211.5  Rx      0618  8  00 01 00 64 7C 13 C5 00 
   549)     6215.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   550)     6241.5  Rx      0626  8  E4 27 FE 7F 29 0A 00 00 
   551)     6268.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   552)     6275.5  Rx      0626  8  CE 27 FE 7F 8C 0A 00 00 
   553)     6277.6  Rx      0610  8  0F 00 F3 02 0E 03 C7 00 
   554)     6309.5  Rx      0626  8  C3 27 FE 7F FC 0A 00 00 
   555)     6312.5  Rx      0618  8  00 01 00 64 6F 13 DB 00 
   556)     6315.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   557)     6343.5  Rx      0626  8  CE 27 FE 7F 63 0B 00 00 
   558)     6353.4  Rx      0620  8  0A 19 00 00 81 02 00 00 
   559)     6370.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   560)     6377.5  Rx      0626  8  BC 27 FE 7F C7 0B 00 00 
   561)     6378.5  Rx      0610  8  0F 00 4D 03 6C 03 DD 00 
   562)     6379.5  Rx      0615  8  50 00 56 00 00 00 00 00 
   563)     6388.0  Rx      0037  3  00 00 00 
   564)     6388.6  Rx      0030  8  07 40 00 04 00 00 00 35 
   565)     6411.5  Rx      0626  8  89 27 FE 7F 29 0C 00 00 
   566)     6413.5  Rx      0618  8  00 01 00 64 6D 13 F0 00 
   567)     6415.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   568)     6445.5  Rx      0626  8  68 27 99 7F 8C 0C 00 00 
   569)     6472.5  Rx      0600  8  0A 66 01 00 10 40 00 00 
   570)     6479.5  Rx      0610  8  0F 00 A4 03 C6 03 F2 00 
   571)     6479.6  Rx      0626  8  40 27 A1 7F E3 0C 00 00 
   572)     6513.5  Rx      0626  8  D8 26 1E 7E 49 0D 00 00 
   573)     6514.5  Rx      0618  8  00 01 00 64 62 13 01 01 
   574)     6515.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   575)     6515.6  Rx      0100  8  2C 22 F8 F9 12 8E 25 92 
   576)     6516.5  Rx      0625  8  00 00 00 00 32 00 00 00 
   577)     6518.6  Rx      0101  8  13 88 00 17 00 5F 9B 12 
   578)     6521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
   579)     6524.6  Rx      0104  4  1C 03 71 49 
   580)     6527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
   581)     6530.6  Rx      0107  8  0F BE 0F C5 0F C1 B6 FF 
   582)     6533.6  Rx      0108  8  0F C8 0F C4 0F C0 7D A6 
   583)     6534.5  Rx      0628  8  0A 04 6F 00 20 00 00 00 
   584)     6536.6  Rx      0109  8  0F C7 0F C3 0F BF 5D 02 
   585)     6539.6  Rx      010A  8  0F C6 0F C2 0F BE 9D AF 
   586)     6542.6  Rx      010B  8  0F C5 0F C1 0F C8 7B 9A 
   587)     6545.6  Rx      010C  8  0F C4 0F C0 0F C7 7F B6 
   588)     6547.5  Rx      0626  8  23 26 3C 7A 9F 0D 00 00 
   589)     6548.6  Rx      010D  8  0F C3 0F BF 0F C6 A7 F3 
   590)     6551.6  Rx      010E  8  0F C2 0F BE 0F C5 A6 DF 
   591)     6554.6  Rx      010F  8  0F C1 0F C8 0F C4 BC BB 
   592)     6557.6  Rx      0110  8  0F C0 00 00 00 00 F5 00 
   593)     6574.5  Rx      0600  8  0A 66 01 00 10 40 00 00 
   594)     6580.4  Rx      0610  8  0E 00 F7 03 1B 04 FE 00 
   595)     6581.5  Rx      0626  8  18 25 D0 77 01 0E 00 00 
   596)     6615.5  Rx      0618  8  00 01 00 64 70 13 FE 00 
   597)     6615.6  Rx      0626  8  00 24 89 76 4F 0E 00 00 
   598)     6615.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   599)     6649.5  Rx      0626  8  3F 23 C2 74 90 0E 00 00 
   600)     6673.5  Rx      0615  8  49 00 56 00 00 00 00 00 
   601)     6676.5  Rx      0600  8  0A 66 01 00 10 40 00 00 
   602)     6681.5  Rx      0610  8  0D 00 3F 04 66 04 FE 00 
   603)     6683.5  Rx      0626  8  D9 22 B6 72 D4 0E 00 00 
   604)     6715.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   605)     6716.5  Rx      0618  8  00 01 00 64 70 13 00 01 
   606)     6717.4  Rx      0626  8  39 22 7C 71 2C 0F 00 00 
   607)     6751.5  Rx      0626  8  2A 21 13 70 60 0F 00 00 
   608)     6778.5  Rx      0600  8  0A 66 01 00 10 40 00 00 
   609)     6782.5  Rx      0610  8  0D 00 7D 04 A6 04 FC 00 
   610)     6785.5  Rx      0626  8  BF 20 15 6F A0 0F 00 00 
   611)     6815.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   612)     6817.5  Rx      0618  8  00 01 00 64 69 13 FC 00 
   613)     6819.5  Rx      0626  8  42 20 1E 6F E4 0F 00 00 
   614)     6853.5  Rx      0626  8  74 1F F6 6E 0E 10 00 00 
   615)     6880.5  Rx      0600  8  0A 66 01 00 10 40 00 00 
   616)     6883.5  Rx      0610  8  0C 00 B1 04 DD 04 F9 00 
   617)     6887.5  Rx      0626  8  0D 1F AC 6E 42 10 00 00 
   618)     6915.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   619)     6918.5  Rx      0618  8  00 01 00 64 6A 13 FB 00 
   620)     6921.5  Rx      0626  8  9B 1E 35 71 7D 10 00 00 
   621)     6925.5  Rx      0615  8  3F 00 56 00 00 00 00 00 
   622)     6955.5  Rx      0626  8  C2 1E 5C 72 9E 10 00 00 
   623)     6982.4  Rx      0600  8  0A 66 01 00 10 40 00 00 
   624)     6984.5  Rx      0610  8  0C 00 DF 04 0C 05 F9 00 
   625)     6989.4  Rx      0626  8  8E 1E 53 71 E4 10 00 00 
   626)     7015.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   627)     7019.5  Rx      0618  8  00 01 00 64 69 13 F9 00 
   628)     7023.5  Rx      0626  8  B7 1D 1B 72 02 11 00 00 
   629)     7057.5  Rx      0626  8  F1 1D 49 72 42 11 00 00 
   630)     7084.5  Rx      0600  8  0A 66 01 00 10 40 00 00 
   631)     7085.5  Rx      0610  8  0B 00 08 05 37 05 F9 00 
   632)     7091.5  Rx      0626  8  08 1D 42 74 5C 11 00 00 
   633)     7115.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   634)     7120.4  Rx      0618  8  00 01 00 64 73 13 FC 00 
   635)     7125.5  Rx      0626  8  51 1D BE 74 91 11 00 00 
   636)     7157.5  Rx      0615  8  3A 00 56 00 00 00 00 00 
   637)     7159.4  Rx      0626  8  52 1C 3F 75 AF 11 00 00 
   638)     7186.4  Rx      0600  8  0A 66 01 00 10 40 00 00 
   639)     7186.6  Rx      0610  8  0B 00 2D 05 5D 05 F8 00 
   640)     7193.4  Rx      0626  8  46 1C C9 76 DC 11 00 00 
   641)     7215.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   642)     7221.5  Rx      0618  8  00 01 00 64 6F 13 F2 00 
   643)     7227.5  Rx      0626  8  76 1B D6 7A F0 11 00 00 
   644)     7261.4  Rx      0626  8  AF 1B 55 7F 24 12 00 00 
   645)     7287.5  Rx      0610  8  0A 00 4D 05 7E 05 F2 00 
   646)     7288.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
   647)     7291.4  Rx      0628  8  0A 04 6F 00 21 00 00 00 
   648)     7295.4  Rx      0626  8  A6 1A E8 7E 2E 12 00 00 
   649)     7315.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   650)     7322.5  Rx      0618  8  00 01 00 64 6C 13 EB 00 
   651)     7329.4  Rx      0626  8  98 19 DA 7F 5D 12 00 00 
   652)     7354.5  Rx      0620  8  0B 19 00 00 81 02 00 00 
   653)     7363.4  Rx      0626  8  19 18 FE 7F 60 12 00 00 
   654)     7377.5  Rx      0615  8  34 00 56 00 00 00 00 00 
   655)     7388.4  Rx      0610  8  09 00 66 05 99 05 E1 00 
   656)     7390.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   657)     7397.5  Rx      0626  8  A3 16 FE 7F 7A 12 00 00 
   658)     7405.5  Rx      0625  8  00 00 00 00 32 00 00 00 
   659)     7415.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   660)     7423.5  Rx      0618  8  00 01 00 64 73 13 C3 00 
   661)     7431.5  Rx      0626  8  1B 16 FE 7F 8C 12 00 00 
   662)     7465.4  Rx      0626  8  6F 14 FE 7F 7C 12 00 00 
   663)     7489.4  Rx      0610  8  08 00 72 05 A5 05 C1 00 
   664)     7492.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
   665)     7499.4  Rx      0626  8  C5 13 FE 7F 8F 12 00 00 
   666)     7515.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   667)     7515.6  Rx      0100  8  2C 22 F9 14 12 8E EC 03 
   668)     7518.6  Rx      0101  8  13 88 00 17 00 5F 9B 12 
   669)     7521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
   670)     7524.4  Rx      0618  8  00 01 00 64 85 13 A3 00 
   671)     7524.6  Rx      0104  4  1C 03 71 49 
   672)     7527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
   673)     7530.6  Rx      0107  8  0F BE 0F C5 0F C1 B6 FF 
   674)     7533.5  Rx      0626  8  F8 11 FE 7F 71 12 00 00 
   675)     7533.6  Rx      0108  8  0F C8 0F C4 0F C0 7D A6 
   676)     7536.6  Rx      0109  8  0F C7 0F C3 0F BF 5D 02 
   677)     7539.6  Rx      010A  8  0F C6 0F C2 0F BE 9D AF 
   678)     7542.6  Rx      010B  8  0F C5 0F C1 0F C8 7B 9A 
   679)     7545.6  Rx      010C  8  0F C4 0F C0 0F C7 7F B6 
   680)     7548.6  Rx      010D  8  0F C3 0F BF 0F C6 A7 F3 
   681)     7551.6  Rx      010E  8  0F C2 0F BE 0F C5 A6 DF 
   682)     7554.6  Rx      010F  8  0F C1 0F C8 0F C4 BC BB 
   683)     7557.6  Rx      0110  8  0F C0 00 00 00 00 F5 00 
   684)     7567.4  Rx      0626  8  33 11 FE 7F 74 12 00 00 
   685)     7590.4  Rx      0610  8  07 00 6F 05 A2 05 A1 00 
   686)     7592.5  Rx      0615  8  25 00 56 00 00 00 00 00 
   687)     7594.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
   688)     7601.4  Rx      0626  8  81 10 FE 7F 59 12 00 00 
   689)     7615.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   690)     7625.5  Rx      0618  8  00 01 00 64 85 13 91 00 
   691)     7635.4  Rx      0626  8  A4 0F FE 7F 4E 12 00 00 
   692)     7669.5  Rx      0626  8  C1 0F FE 7F 42 12 00 00 
   693)     7691.5  Rx      0610  8  06 00 61 05 94 05 8C 00 
   694)     7696.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
   695)     7703.5  Rx      0626  8  B4 0E FE 7F 1C 12 00 00 
   696)     7715.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   697)     7726.4  Rx      0618  8  00 01 00 64 90 13 7E 00 
   698)     7737.4  Rx      0626  8  B2 0E FE 7F 11 12 00 00 
   699)     7771.5  Rx      0626  8  89 0D FE 7F E9 11 00 00 
   700)     7792.5  Rx      0610  8  05 00 4E 05 80 05 7D 00 
   701)     7798.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
   702)     7805.4  Rx      0626  8  D1 0D FE 7F DE 11 00 00 
   703)     7812.5  Rx      0615  8  1D 00 56 00 00 00 00 00 
   704)     7815.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   705)     7827.4  Rx      0618  8  00 01 00 64 8D 13 75 00 
   706)     7839.4  Rx      0626  8  F8 0C FE 7F B4 11 00 00 
   707)     7873.4  Rx      0626  8  3C 0D FE 7F A0 11 00 00 
   708)     7893.5  Rx      0610  8  05 00 35 05 66 05 71 00 
   709)     7900.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
   710)     7907.4  Rx      0626  8  84 0C FE 7F 75 11 00 00 
   711)     7915.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   712)     7928.4  Rx      0618  8  00 01 00 64 95 13 68 00 
   713)     7941.4  Rx      0626  8  CD 0C FE 7F 65 11 00 00 
   714)     7975.4  Rx      0626  8  1E 0C FE 7F 37 11 00 00 
   715)     7994.4  Rx      0610  8  04 00 1B 05 4B 05 69 00 
   716)     8002.4  Rx      0600  8  0A 66 01 00 00 40 00 00 
   717)     8009.4  Rx      0626  8  7C 0C FE 7F 24 11 00 00 
   718)     8015.6  Rx  1839F380  8  01 1A 21 1D 08 07 00 A9 
   719)     8029.4  Rx      0618  8  00 01 00 64 8F 13 65 00 
   720)     8041.5  Rx      0615  8  18 00 56 00 00 00 00 00 
   721)     8043.5  Rx      0626  8  EF 0B FE 7F F5 10 00 00 
   722)     8048.4  Rx      0628  8  0A 04 6F 00 20 00 00 00 
   723)     8077.4  Rx      0626  8  20 0C FE 7F D6 10 00 00 
   724)     8095.4  Rx      0610  8  04 00 FE 04 2D 05 63 00 
   725)     8104.5  Rx      0600  8  0A 66 01 00 00 40 00 00 
