;$FILEVERSION=1.1
;$STARTTIME=46168.6396648727
;
;   Start time: 26/05/2026 15:21:07.045.0
;   Generated by PCAN-View v5.3.3.958
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  2571)    27825.1  Rx      0618  8  00 01 00 64 8E 13 47 00 
  2572)    27831.2  Rx      0626  8  33 0A FE 7F 91 0E 00 00 
  2573)    27847.2  Rx      0615  8  14 00 56 00 00 00 00 00 
  2574)    27852.2  Rx      0625  8  00 00 00 00 32 00 00 00 
  2575)    27865.2  Rx      0626  8  5F 0A FE 7F 85 0E 00 00 
  2576)    27891.2  Rx      0610  8  03 00 48 04 71 04 47 00 
  2577)    27892.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2578)    27899.1  Rx      0626  8  05 0A FE 7F 63 0E 00 00 
  2579)    27915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2580)    27926.2  Rx      0618  8  00 01 00 64 94 13 45 00 
  2581)    27933.2  Rx      0626  8  FB 09 FE 7F 38 0E 00 00 
  2582)    27967.2  Rx      0626  8  21 0A FE 7F 1E 0E 00 00 
  2583)    27992.1  Rx      0610  8  03 00 30 04 58 04 45 00 
  2584)    27994.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2585)    28001.2  Rx      0626  8  39 0A FE 7F 10 0E 00 00 
  2586)    28015.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2587)    28027.1  Rx      0618  8  00 01 00 64 8A 13 44 00 
  2588)    28035.1  Rx      0626  8  25 0A FE 7F FB 0D 00 00 
  2589)    28069.2  Rx      0626  8  F8 09 FE 7F D7 0D 00 00 
  2590)    28093.2  Rx      0610  8  03 00 18 04 3E 04 44 00 
  2591)    28096.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2592)    28103.2  Rx      0626  8  EB 09 FE 7F B0 0D 00 00 
  2593)    28115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2594)    28128.2  Rx      0618  8  00 01 00 64 87 13 41 00 
  2595)    28130.2  Rx      0615  8  13 00 56 00 00 00 00 00 
  2596)    28137.2  Rx      0626  8  F0 09 FE 7F 99 0D 00 00 
  2597)    28171.2  Rx      0626  8  15 0A FE 7F 7B 0D 00 00 
  2598)    28194.2  Rx      0610  8  03 00 00 04 26 04 42 00 
  2599)    28198.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2600)    28205.2  Rx      0626  8  3A 0A FE 7F 70 0D 00 00 
  2601)    28215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2602)    28229.1  Rx      0618  8  00 01 00 64 8B 13 41 00 
  2603)    28239.1  Rx      0626  8  27 0A FE 7F 58 0D 00 00 
  2604)    28273.2  Rx      0626  8  FF 09 FE 7F 35 0D 00 00 
  2605)    28295.2  Rx      0610  8  03 00 E8 03 0D 04 40 00 
  2606)    28300.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2607)    28307.1  Rx      0626  8  FB 09 FE 7F 1D 0D 00 00 
  2608)    28315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2609)    28330.1  Rx      0618  8  00 01 00 64 99 13 40 00 
  2610)    28341.2  Rx      0626  8  ED 09 FE 7F F6 0C 00 00 
  2611)    28375.1  Rx      0620  8  14 19 00 00 82 02 00 00 
  2612)    28375.3  Rx      0626  8  EB 09 FE 7F DB 0C 00 00 
  2613)    28387.5  Rx      0037  3  00 00 00 
  2614)    28388.0  Rx      0030  8  07 40 00 04 00 00 00 40 
  2615)    28396.2  Rx      0610  8  03 00 D2 03 F6 03 3F 00 
  2616)    28402.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2617)    28409.1  Rx      0626  8  E2 09 FE 7F C7 0C 00 00 
  2618)    28415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2619)    28431.2  Rx      0618  8  00 01 00 64 87 13 3D 00 
  2620)    28434.2  Rx      0615  8  13 00 56 00 00 00 00 00 
  2621)    28443.2  Rx      0626  8  0F 0A FE 7F A7 0C 00 00 
  2622)    28477.2  Rx      0626  8  0D 0A FE 7F 8F 0C 00 00 
  2623)    28487.1  Rx      0628  8  0A 04 6F 00 21 00 00 00 
  2624)    28497.1  Rx      0610  8  03 00 BB 03 DE 03 3D 00 
  2625)    28504.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2626)    28511.1  Rx      0626  8  0A 0A FE 7F 7A 0C 00 00 
  2627)    28515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2628)    28515.6  Rx      0100  8  2B B5 F9 90 11 F8 B9 B6 
  2629)    28518.6  Rx      0101  8  13 88 00 17 00 5C 9A 52 
  2630)    28521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  2631)    28524.6  Rx      0104  4  1C 03 71 49 
  2632)    28527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2633)    28530.6  Rx      0107  8  0F 97 0F 9E 0F 9A 58 92 
  2634)    28532.1  Rx      0618  8  00 01 00 64 8E 13 3B 00 
  2635)    28533.6  Rx      0108  8  0F A1 0F 9D 0F 99 5D EA 
  2636)    28536.6  Rx      0109  8  0F A0 0F 9C 0F 98 9D 47 
  2637)    28539.6  Rx      010A  8  0F 9F 0F 9B 0F 97 5D A2 
  2638)    28542.6  Rx      010B  8  0F 9E 0F 9A 0F A1 4B 4E 
  2639)    28545.1  Rx      0626  8  19 0A FE 7F 61 0C 00 00 
  2640)    28545.6  Rx      010C  8  0F 9D 0F 99 0F A0 8B 3B 
  2641)    28548.6  Rx      010D  8  0F 9C 0F 98 0F 9F 9B 17 
  2642)    28551.6  Rx      010E  8  0F 9B 0F 97 0F 9E 98 53 
  2643)    28554.6  Rx      010F  8  0F 9A 0F A1 0F 9D 57 CE 
  2644)    28557.6  Rx      0110  8  0F 99 00 00 00 00 F8 1C 
  2645)    28579.1  Rx      0626  8  0C 0A FE 7F 59 0C 00 00 
  2646)    28598.1  Rx      0610  8  03 00 A5 03 C7 03 3C 00 
  2647)    28606.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2648)    28613.1  Rx      0626  8  FF 09 FE 7F 40 0C 00 00 
  2649)    28615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2650)    28633.1  Rx      0618  8  00 01 00 64 95 13 39 00 
  2651)    28647.1  Rx      0626  8  FF 09 FE 7F 25 0C 00 00 
  2652)    28681.1  Rx      0626  8  F4 09 FE 7F 0B 0C 00 00 
  2653)    28699.1  Rx      0610  8  03 00 8F 03 B1 03 3A 00 
  2654)    28708.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2655)    28715.1  Rx      0626  8  12 0A FE 7F F7 0B 00 00 
  2656)    28715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2657)    28734.1  Rx      0618  8  00 01 00 64 99 13 3D 00 
  2658)    28741.2  Rx      0625  8  00 00 00 00 32 00 00 00 
  2659)    28749.1  Rx      0626  8  D8 0A FE 7F E0 0B 00 00 
  2660)    28760.2  Rx      0615  8  14 00 56 00 00 00 00 00 
  2661)    28783.2  Rx      0626  8  3F 0B FE 7F C9 0B 00 00 
  2662)    28800.1  Rx      0610  8  04 00 7B 03 9C 03 3D 00 
  2663)    28810.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2664)    28815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2665)    28817.1  Rx      0626  8  6D 0B FE 7F B8 0B 00 00 
  2666)    28835.2  Rx      0618  8  00 01 00 64 8C 13 40 00 
  2667)    28851.1  Rx      0626  8  81 0B FE 7F AA 0B 00 00 
  2668)    28885.2  Rx      0626  8  81 0B FE 7F 98 0B 00 00 
  2669)    28901.1  Rx      0610  8  04 00 6B 03 8C 03 40 00 
  2670)    28912.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2671)    28915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2672)    28919.1  Rx      0626  8  8A 0B FE 7F 85 0B 00 00 
  2673)    28936.1  Rx      0618  8  00 01 00 64 87 13 3F 00 
  2674)    28953.1  Rx      0626  8  80 0B FE 7F 73 0B 00 00 
  2675)    28987.2  Rx      0626  8  7F 0B FE 7F 64 0B 00 00 
  2676)    29002.2  Rx      0610  8  04 00 5D 03 7C 03 3F 00 
  2677)    29014.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2678)    29015.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2679)    29021.2  Rx      0626  8  87 0B FE 7F 54 0B 00 00 
  2680)    29037.1  Rx      0618  8  00 01 00 64 8C 13 3E 00 
  2681)    29055.2  Rx      0626  8  77 0B FE 7F 46 0B 00 00 
  2682)    29089.1  Rx      0626  8  6F 0B FE 7F 27 0B 00 00 
  2683)    29103.2  Rx      0610  8  04 00 4F 03 6E 03 3E 00 
  2684)    29108.2  Rx      0615  8  16 00 56 00 00 00 00 00 
  2685)    29115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2686)    29116.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2687)    29123.2  Rx      0626  8  62 0B FE 7F 18 0B 00 00 
  2688)    29138.1  Rx      0618  8  00 01 00 64 91 13 3C 00 
  2689)    29157.2  Rx      0626  8  37 0B FE 7F 03 0B 00 00 
  2690)    29191.1  Rx      0626  8  3C 0B FE 7F F5 0A 00 00 
  2691)    29204.1  Rx      0610  8  04 00 40 03 5F 03 3C 00 
  2692)    29215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2693)    29218.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2694)    29225.1  Rx      0626  8  24 0B FE 7F E8 0A 00 00 
  2695)    29239.2  Rx      0618  8  00 01 00 64 99 13 3B 00 
  2696)    29244.1  Rx      0628  8  0A 04 6F 00 20 00 00 00 
  2697)    29259.2  Rx      0626  8  22 0B FE 7F D9 0A 00 00 
  2698)    29293.2  Rx      0626  8  1B 0B FE 7F C2 0A 00 00 
  2699)    29305.1  Rx      0610  8  04 00 32 03 50 03 3B 00 
  2700)    29315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2701)    29320.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2702)    29327.2  Rx      0626  8  32 0B FE 7F C2 0A 00 00 
  2703)    29340.1  Rx      0618  8  00 01 00 64 8C 13 3A 00 
  2704)    29361.1  Rx      0626  8  2F 0B FE 7F B3 0A 00 00 
  2705)    29376.2  Rx      0620  8  14 19 00 00 82 02 00 00 
  2706)    29395.1  Rx      0626  8  1A 0B FE 7F A1 0A 00 00 
  2707)    29406.1  Rx      0610  8  04 00 25 03 43 03 3A 00 
  2708)    29415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2709)    29422.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2710)    29429.1  Rx      0626  8  3D 0B FE 7F 93 0A 00 00 
  2711)    29441.1  Rx      0618  8  00 01 00 64 8B 13 39 00 
  2712)    29463.2  Rx      0626  8  37 0B FE 7F 88 0A 00 00 
  2713)    29478.2  Rx      0615  8  16 00 56 00 00 00 00 00 
  2714)    29497.2  Rx      0626  8  3D 0B FE 7F 6A 0A 00 00 
  2715)    29507.1  Rx      0610  8  04 00 17 03 34 03 39 00 
  2716)    29515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2717)    29515.6  Rx      0100  8  2B B5 F9 3C 11 F8 98 76 
  2718)    29518.6  Rx      0101  8  13 88 00 17 00 5C 9A 52 
  2719)    29521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  2720)    29524.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2721)    29524.6  Rx      0104  4  1C 03 71 49 
  2722)    29527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2723)    29530.6  Rx      0107  8  0F 97 0F 9E 0F 9A 58 92 
  2724)    29531.2  Rx      0626  8  34 0B FE 7F 5A 0A 00 00 
  2725)    29533.6  Rx      0108  8  0F A1 0F 9D 0F 99 5D EA 
  2726)    29536.6  Rx      0109  8  0F A0 0F 9C 0F 98 9D 47 
  2727)    29539.6  Rx      010A  8  0F 9F 0F 9B 0F 97 5D A2 
  2728)    29542.2  Rx      0618  8  00 01 00 64 96 13 38 00 
  2729)    29542.6  Rx      010B  8  0F 9E 0F 9A 0F A1 4B 4E 
  2730)    29545.6  Rx      010C  8  0F 9D 0F 99 0F A0 8B 3B 
  2731)    29548.6  Rx      010D  8  0F 9C 0F 98 0F 9F 9B 17 
  2732)    29551.6  Rx      010E  8  0F 9B 0F 97 0F 9E 98 53 
  2733)    29554.6  Rx      010F  8  0F 9A 0F A1 0F 9D 57 CE 
  2734)    29557.6  Rx      0110  8  0F 99 00 00 00 00 F8 1C 
  2735)    29565.2  Rx      0626  8  30 0B FE 7F 48 0A 00 00 
  2736)    29599.2  Rx      0626  8  1C 0B FE 7F 3B 0A 00 00 
  2737)    29608.2  Rx      0610  8  04 00 09 03 26 03 38 00 
  2738)    29615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2739)    29626.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2740)    29630.1  Rx      0625  8  00 00 00 00 32 00 00 00 
  2741)    29633.1  Rx      0626  8  1A 0B FE 7F 36 0A 00 00 
  2742)    29643.2  Rx      0618  8  00 01 00 64 8C 13 37 00 
  2743)    29667.1  Rx      0626  8  1A 0B FE 7F 22 0A 00 00 
  2744)    29701.1  Rx      0626  8  18 0B FE 7F 1B 0A 00 00 
  2745)    29709.1  Rx      0610  8  04 00 FC 02 18 03 37 00 
  2746)    29715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2747)    29728.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2748)    29735.2  Rx      0626  8  29 0B FE 7F 09 0A 00 00 
  2749)    29744.1  Rx      0618  8  00 01 00 64 91 13 36 00 
  2750)    29769.1  Rx      0626  8  28 0B FE 7F ED 09 00 00 
  2751)    29803.1  Rx      0626  8  2A 0B FE 7F DD 09 00 00 
  2752)    29810.1  Rx      0610  8  04 00 EE 02 0A 03 36 00 
  2753)    29815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2754)    29830.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2755)    29837.2  Rx      0626  8  22 0B FE 7F CD 09 00 00 
  2756)    29845.1  Rx      0618  8  00 01 00 64 93 13 35 00 
  2757)    29871.1  Rx      0626  8  0D 0B FE 7F C7 09 00 00 
  2758)    29872.2  Rx      0615  8  16 00 56 00 00 00 00 00 
  2759)    29905.1  Rx      0626  8  1F 0B FE 7F B9 09 00 00 
  2760)    29911.1  Rx      0610  8  04 00 E2 02 FD 02 35 00 
  2761)    29915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2762)    29932.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2763)    29939.2  Rx      0626  8  2D 0B FE 7F AF 09 00 00 
  2764)    29946.0  Rx      0618  8  00 01 00 64 90 13 34 00 
  2765)    29973.2  Rx      0626  8  24 0B FE 7F 94 09 00 00 
  2766)    30001.2  Rx      0628  8  0D 04 6F 00 21 00 00 00 
  2767)    30007.2  Rx      0626  8  27 0B FE 7F 83 09 00 00 
  2768)    30012.1  Rx      0610  8  04 00 D4 02 EE 02 34 00 
  2769)    30015.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2770)    30034.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2771)    30041.2  Rx      0626  8  0E 0B FE 7F 6F 09 00 00 
  2772)    30047.2  Rx      0618  8  00 01 00 64 9B 13 33 00 
  2773)    30075.1  Rx      0626  8  11 0B FE 7F 67 09 00 00 
  2774)    30109.1  Rx      0626  8  2B 0B FE 7F 61 09 00 00 
  2775)    30113.2  Rx      0610  8  04 00 C6 02 E0 02 33 00 
  2776)    30115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2777)    30136.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2778)    30143.2  Rx      0626  8  26 0B FE 7F 44 09 00 00 
  2779)    30148.1  Rx      0618  8  00 01 00 64 8F 13 32 00 
  2780)    30177.2  Rx      0626  8  27 0B FE 7F 33 09 00 00 
  2781)    30211.2  Rx      0626  8  1D 0B FE 7F 31 09 00 00 
  2782)    30214.1  Rx      0610  8  04 00 B8 02 D2 02 32 00 
  2783)    30215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2784)    30238.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2785)    30245.1  Rx      0626  8  1D 0B FE 7F 1F 09 00 00 
  2786)    30249.2  Rx      0618  8  00 01 00 64 91 13 31 00 
  2787)    30279.2  Rx      0626  8  29 0B FE 7F 17 09 00 00 
  2788)    30298.2  Rx      0615  8  15 00 56 00 00 00 00 00 
  2789)    30313.1  Rx      0626  8  23 0B FE 7F FB 08 00 00 
  2790)    30315.1  Rx      0610  8  04 00 AC 02 C5 02 31 00 
  2791)    30315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2792)    30340.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2793)    30347.2  Rx      0626  8  14 0B FE 7F ED 08 00 00 
  2794)    30350.1  Rx      0618  8  00 01 00 64 9C 13 31 00 
  2795)    30377.1  Rx      0620  8  14 19 00 00 82 02 00 00 
  2796)    30381.1  Rx      0626  8  12 0B FE 7F EB 08 00 00 
  2797)    30386.9  Rx      0037  3  00 00 00 
  2798)    30387.5  Rx      0030  8  07 40 00 04 00 00 00 41 
  2799)    30415.1  Rx      0626  8  25 0B FE 7F E6 08 00 00 
  2800)    30415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2801)    30416.1  Rx      0610  8  04 00 A1 02 BA 02 30 00 
  2802)    30442.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2803)    30449.1  Rx      0626  8  20 0B FE 7F CA 08 00 00 
  2804)    30451.1  Rx      0618  8  00 01 00 64 99 13 30 00 
  2805)    30483.1  Rx      0626  8  18 0B FE 7F BB 08 00 00 
  2806)    30515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2807)    30515.6  Rx      0100  8  2B 90 F9 08 11 C6 41 FB 
  2808)    30517.1  Rx      0610  8  04 00 96 02 AE 02 30 00 
  2809)    30517.2  Rx      0626  8  18 0B FE 7F B8 08 00 00 
  2810)    30518.6  Rx      0101  8  13 88 00 17 00 5B 58 13 
  2811)    30519.1  Rx      0625  8  00 00 00 00 32 00 00 00 
  2812)    30521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  2813)    30524.6  Rx      0104  4  1C 03 71 49 
  2814)    30527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2815)    30530.6  Rx      0107  8  0F 8A 0F 91 0F 8D 57 0E 
  2816)    30533.6  Rx      0108  8  0F 94 0F 90 0F 8C 55 36 
  2817)    30536.6  Rx      0109  8  0F 93 0F 8F 0F 8B 91 F3 
  2818)    30539.6  Rx      010A  8  0F 92 0F 8E 0F 8A 51 5E 
  2819)    30542.6  Rx      010B  8  0F 91 0F 8D 0F 94 59 6A 
  2820)    30544.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2821)    30545.6  Rx      010C  8  0F 90 0F 8C 0F 93 9B 47 
  2822)    30548.6  Rx      010D  8  0F 8F 0F 8B 0F 92 58 A2 
  2823)    30551.1  Rx      0626  8  1B 0B FE 7F B2 08 00 00 
  2824)    30551.6  Rx      010E  8  0F 8E 0F 8A 0F 91 59 8E 
  2825)    30552.1  Rx      0618  8  00 01 00 64 97 13 2F 00 
  2826)    30554.6  Rx      010F  8  0F 8D 0F 94 0F 90 9F 6B 
  2827)    30557.6  Rx      0110  8  0F 8C 00 00 00 00 3B 11 
  2828)    30585.2  Rx      0626  8  1F 0B FE 7F 98 08 00 00 
  2829)    30615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2830)    30618.1  Rx      0610  8  04 00 8B 02 A3 02 2F 00 
  2831)    30619.1  Rx      0626  8  11 0B FE 7F 8A 08 00 00 
  2832)    30646.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2833)    30653.1  Rx      0618  8  00 01 00 64 94 13 2E 00 
  2834)    30653.2  Rx      0626  8  1C 0B FE 7F 89 08 00 00 
  2835)    30687.1  Rx      0626  8  25 0B FE 7F 81 08 00 00 
  2836)    30715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2837)    30719.1  Rx      0610  8  04 00 80 02 98 02 2E 00 
  2838)    30721.1  Rx      0626  8  22 0B FE 7F 6D 08 00 00 
  2839)    30748.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2840)    30754.2  Rx      0618  8  00 01 00 64 91 13 2D 00 
  2841)    30755.1  Rx      0626  8  11 0B FE 7F 66 08 00 00 
  2842)    30758.1  Rx      0628  8  0A 04 6F 00 20 00 00 00 
  2843)    30758.2  Rx      0615  8  16 00 56 00 00 00 00 00 
  2844)    30789.2  Rx      0626  8  25 0B FE 7F 62 08 00 00 
  2845)    30815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2846)    30820.1  Rx      0610  8  04 00 76 02 8D 02 2D 00 
  2847)    30823.2  Rx      0626  8  21 0B FE 7F 49 08 00 00 
  2848)    30850.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2849)    30855.2  Rx      0618  8  00 01 00 64 A1 13 2D 00 
  2850)    30857.1  Rx      0626  8  13 0B FE 7F 3B 08 00 00 
  2851)    30891.2  Rx      0626  8  18 0B FE 7F 39 08 00 00 
  2852)    30915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2853)    30921.1  Rx      0610  8  04 00 6D 02 83 02 2D 00 
  2854)    30925.0  Rx      0626  8  20 0B FE 7F 2B 08 00 00 
  2855)    30952.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2856)    30956.2  Rx      0618  8  00 01 00 64 8F 13 2C 00 
  2857)    30959.1  Rx      0626  8  1C 0B FE 7F 1B 08 00 00 
  2858)    30993.0  Rx      0626  8  14 0B FE 7F 18 08 00 00 
  2859)    31015.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2860)    31022.0  Rx      0610  8  04 00 63 02 79 02 2C 00 
  2861)    31027.1  Rx      0626  8  1E 0B FE 7F 13 08 00 00 
  2862)    31054.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2863)    31057.1  Rx      0618  8  00 01 00 64 90 13 2B 00 
  2864)    31061.1  Rx      0626  8  14 0B FE 7F FF 07 00 00 
  2865)    31095.1  Rx      0626  8  16 0B FE 7F F9 07 00 00 
  2866)    31115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2867)    31123.1  Rx      0610  8  04 00 5A 02 70 02 2B 00 
  2868)    31129.1  Rx      0626  8  14 0B FE 7F F2 07 00 00 
  2869)    31156.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2870)    31158.0  Rx      0618  8  00 01 00 64 9C 13 2B 00 
  2871)    31163.0  Rx      0626  8  17 0B FE 7F DF 07 00 00 
  2872)    31197.0  Rx      0626  8  09 0B FE 7F DB 07 00 00 
  2873)    31215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2874)    31224.1  Rx      0610  8  04 00 51 02 67 02 2B 00 
  2875)    31231.0  Rx      0626  8  1B 0B FE 7F D6 07 00 00 
  2876)    31252.1  Rx      0615  8  16 00 56 00 00 00 00 00 
  2877)    31258.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2878)    31259.1  Rx      0618  8  00 01 00 64 8D 13 2A 00 
  2879)    31265.1  Rx      0626  8  14 0B FE 7F BF 07 00 00 
  2880)    31299.0  Rx      0626  8  0F 0B FE 7F BD 07 00 00 
  2881)    31315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2882)    31325.1  Rx      0610  8  04 00 48 02 5E 02 2A 00 
  2883)    31333.0  Rx      0626  8  16 0B FE 7F B5 07 00 00 
  2884)    31360.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2885)    31360.1  Rx      0618  8  00 01 00 64 93 13 29 00 
  2886)    31367.0  Rx      0626  8  1E 0B FE 7F A5 07 00 00 
  2887)    31378.1  Rx      0620  8  14 19 00 00 82 02 00 00 
  2888)    31401.1  Rx      0626  8  0F 0B FE 7F A1 07 00 00 
  2889)    31408.1  Rx      0625  8  00 00 00 00 32 00 00 00 
  2890)    31415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2891)    31426.1  Rx      0610  8  04 00 40 02 55 02 29 00 
  2892)    31435.1  Rx      0626  8  15 0B FE 7F 9B 07 00 00 
  2893)    31461.1  Rx      0618  8  00 01 00 64 98 13 29 00 
  2894)    31462.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2895)    31469.1  Rx      0626  8  08 0B FE 7F 85 07 00 00 
  2896)    31503.1  Rx      0626  8  11 0B FE 7F 83 07 00 00 
  2897)    31515.1  Rx      0628  8  0A 04 6F 00 21 00 00 00 
  2898)    31515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2899)    31515.6  Rx      0100  8  2B 90 F8 F8 11 C6 8E FA 
  2900)    31518.6  Rx      0101  8  13 88 00 17 00 5B 58 13 
  2901)    31521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  2902)    31524.6  Rx      0104  4  1C 03 71 49 
  2903)    31527.0  Rx      0610  8  04 00 37 02 4C 02 29 00 
  2904)    31527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2905)    31530.6  Rx      0107  8  0F 8A 0F 91 0F 8D 57 0E 
  2906)    31533.6  Rx      0108  8  0F 94 0F 90 0F 8C 55 36 
  2907)    31536.6  Rx      0109  8  0F 93 0F 8F 0F 8B 91 F3 
  2908)    31537.0  Rx      0626  8  10 0B FE 7F 75 07 00 00 
  2909)    31539.6  Rx      010A  8  0F 92 0F 8E 0F 8A 51 5E 
  2910)    31542.6  Rx      010B  8  0F 91 0F 8D 0F 94 59 6A 
  2911)    31545.6  Rx      010C  8  0F 90 0F 8C 0F 93 9B 47 
  2912)    31548.6  Rx      010D  8  0F 8F 0F 8B 0F 92 58 A2 
  2913)    31551.6  Rx      010E  8  0F 8E 0F 8A 0F 91 59 8E 
  2914)    31554.6  Rx      010F  8  0F 8D 0F 94 0F 90 9F 6B 
  2915)    31557.6  Rx      0110  8  0F 8C 00 00 00 00 3B 11 
  2916)    31562.0  Rx      0618  8  00 01 00 64 92 13 28 00 
  2917)    31564.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2918)    31571.0  Rx      0626  8  14 0B FE 7F 68 07 00 00 
  2919)    31605.1  Rx      0626  8  1E 0B FE 7F 6F 07 00 00 
  2920)    31615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2921)    31628.0  Rx      0610  8  04 00 2F 02 44 02 28 00 
  2922)    31639.0  Rx      0626  8  16 0B FE 7F 57 07 00 00 
  2923)    31663.0  Rx      0618  8  00 01 00 64 95 13 28 00 
  2924)    31666.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2925)    31673.0  Rx      0626  8  16 0B FE 7F 56 07 00 00 
  2926)    31707.1  Rx      0626  8  1C 0B FE 7F 50 07 00 00 
  2927)    31715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
